classesCount,invariantCount,testsCount,description,generatedAtTime,identifier,invalidatedAtTime,title,likelyInvariants_identifier,producedBy_identifier,supportFiles_identifier,testDriver_identifier,verifies_identifier,definedIn_identifier,dataInsertedBy_identifier,wasAttributedTo_identifier,wasDerivedFrom_identifier,wasGeneratedBy_identifier,wasImpactedBy_identifier,wasRevisionOf_identifier
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_314,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_315,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_316,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_317,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_318,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_319,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_320,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_321,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_322,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_323,,,,,,,,,,,
