invariantSpecification,description,generatedAtTime,identifier,invalidatedAtTime,title,definedIn_identifier,models_identifier,dataInsertedBy_identifier,wasAttributedTo_identifier,wasDerivedFrom_identifier,wasGeneratedBy_identifier,wasImpactedBy_identifier,wasRevisionOf_identifier
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_300,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_301,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_302,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_303,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_304,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_305,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_306,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_307,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_308,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_309,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_310,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_311,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_312,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_313,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_314,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_315,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_316,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_317,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_318,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_319,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_320,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_321,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_322,,Like program invariant specification,,,,,,,,
com.foo.RegressionTest0.debug == orig(com.foo.RegressionTest0.debug),Daikon version 5.8.8 invariant spec,,LIKELY_INVARIANT_SPEC_323,,Like program invariant specification,,,,,,,,
